Year,Month,MonthId,CountryId,Country,Flow,TotalValue,TotalMass
2010,12,201012,10,Other,EU,854851.0,27635.0
2010,12,201012,18,Other,EU,2168.0,18.0
2010,12,201012,30,Other,EU,479794.0,17820.0
2010,12,201012,32,Other,EU,13032.0,27.0
2010,12,201012,38,Other,EU,330737.0,196.0
2010,12,201012,39,Other,NON-EU,67841.0,363.0
2010,12,201012,46,Other,EU,47073.0,1222.0
2010,12,201012,53,Other,EU,565.0,9.0
2010,12,201012,54,Other,EU,20149.0,824.0
2010,12,201012,55,Other,EU,687439.0,20391.0
2010,12,201012,60,Other,EU,344650.0,3555.0
2010,12,201012,61,Other,EU,7167.0,454.0
2010,12,201012,63,Other,EU,183723.0,11132.0
2010,12,201012,64,Other,EU,68803.0,1764.0
2010,12,201012,68,Other,EU,607289.0,46647.0
2010,12,201012,72,Other,NON-EU,413557.0,27300.0
2010,12,201012,74,Other,NON-EU,434700.0,24563.0
2010,12,201012,91,Other,EU,37514.0,1635.0
2010,12,201012,96,Other,NON-EU,434840.0,26645.0
2010,12,201012,212,Other,NON-EU,770944.0,38985.0
2010,12,201012,220,Other,NON-EU,465934.0,32515.0
2010,12,201012,370,Other,NON-EU,12720.0,2468.0
2010,12,201012,373,Other,NON-EU,154741.0,4028.0
2010,12,201012,388,Other,NON-EU,36723.0,3475.0
2010,12,201012,389,Other,NON-EU,123347.0,11399.0
2010,12,201012,400,Other,NON-EU,1125919.0,59260.0
2010,12,201012,404,Other,NON-EU,164516.0,4443.0
2010,12,201012,480,Other,NON-EU,26603.0,384.0
2010,12,201012,504,Other,NON-EU,9857.0,74.0
2010,12,201012,508,Other,NON-EU,40224.0,257.0
2010,12,201012,516,Other,NON-EU,616.0,132.0
2010,12,201012,600,Other,EU,98982.0,1791.0
2010,12,201012,604,Other,NON-EU,17469.0,1504.0
2010,12,201012,608,Other,NON-EU,42928.0,6005.0
2010,12,201012,624,Other,NON-EU,115414.0,4787.0
2010,12,201012,632,Other,NON-EU,752.0,210.0
2010,12,201012,640,Other,NON-EU,1191.0,28.0
2010,12,201012,647,Other,NON-EU,331131.0,29869.0
2010,12,201012,667,Other,NON-EU,4612.0,562.0
2010,12,201012,672,Other,NON-EU,49576.0,3858.0
2010,12,201012,684,Other,NON-EU,1005859.0,152270.0
2010,12,201012,701,Other,NON-EU,386868.0,34636.0
2010,12,201012,706,Other,NON-EU,495013.0,25701.0
2010,12,201012,800,Other,NON-EU,14904.0,1582.0
2010,12,201012,804,Other,NON-EU,28766.0,8750.0
2010,12,201012,662,Pakistan,NON-EU,921488.0,150034.0
2010,12,201012,708,Philippines,NON-EU,204071.0,11384.0
2010,12,201012,66,Romania,EU,7322504.0,295988.0
2010,12,201012,728,South_Korea,NON-EU,107121.0,5616.0
2010,12,201012,11,Spain,EU,2454296.0,75618.0
2010,12,201012,669,Sri_Lanka,NON-EU,5656860.0,506344.0
2010,12,201012,736,Taiwan,NON-EU,880861.0,63407.0
2010,12,201012,680,Thailand,NON-EU,1243037.0,84162.0
2010,12,201012,52,Turkey,NON-EU,12314729.0,665269.0
2010,12,201012,690,Vietnam,NON-EU,6132635.0,516969.0
2011,1,201101,666,Bangladesh,NON-EU,4126263.0,437831.0
2011,1,201101,17,Belgium,EU,2234581.0,65590.0
2011,1,201101,696,Cambodia,NON-EU,1803290.0,179697.0
2011,1,201101,720,China,NON-EU,57727493.0,4366456.0
2011,1,201101,1,France,EU,1763452.0,43912.0
2011,1,201101,4,Germany,EU,2839420.0,127850.0
2011,1,201101,740,Hong_Kong,NON-EU,14513933.0,641298.0
2011,1,201101,664,India,NON-EU,7867454.0,498766.0
2011,1,201101,700,Indonesia,NON-EU,4479490.0,351573.0
2011,1,201101,5,Italy,EU,6080360.0,331958.0
2011,1,201101,732,Japan,NON-EU,213423.0,5154.0
2011,1,201101,628,Jordan,NON-EU,16336.0,1179.0
2011,1,201101,204,Morocco,NON-EU,2028929.0,155619.0
2011,1,201101,676,Myanmar,NON-EU,1255828.0,148213.0
2011,1,201101,3,Netherlands,EU,1426942.0,37379.0
2011,1,201101,7,Other,EU,1160749.0,37210.0
2011,1,201101,8,Other,EU,1310149.0,82752.0
2011,1,201101,9,Other,EU,432405.0,14861.0
2011,1,201101,10,Other,EU,756546.0,22487.0
2011,1,201101,18,Other,EU,639.0,10.0
2011,1,201101,30,Other,EU,461586.0,10829.0
2011,1,201101,32,Other,EU,1905.0,108.0
2011,1,201101,38,Other,EU,334202.0,421.0
2011,1,201101,39,Other,NON-EU,63043.0,453.0
2011,1,201101,46,Other,EU,126532.0,530.0
2011,1,201101,53,Other,EU,4540.0,39.0
2011,1,201101,54,Other,EU,219020.0,3556.0
2011,1,201101,55,Other,EU,863906.0,28975.0
2011,1,201101,60,Other,EU,442152.0,6406.0
2011,1,201101,61,Other,EU,10659.0,778.0
2011,1,201101,63,Other,EU,170895.0,12198.0
2011,1,201101,64,Other,EU,491.0,9.0
2011,1,201101,68,Other,EU,660310.0,40901.0
2011,1,201101,72,Other,NON-EU,76211.0,5732.0
2011,1,201101,74,Other,NON-EU,175688.0,8824.0
2011,1,201101,91,Other,EU,3177.0,144.0
2011,1,201101,96,Other,NON-EU,520922.0,24676.0
2011,1,201101,212,Other,NON-EU,742727.0,35409.0
2011,1,201101,220,Other,NON-EU,1064907.0,93601.0
2011,1,201101,370,Other,NON-EU,10584.0,500.0
2011,1,201101,373,Other,NON-EU,51731.0,1543.0
2011,1,201101,388,Other,NON-EU,175635.0,15963.0
2011,1,201101,400,Other,NON-EU,1559341.0,73988.0
2011,1,201101,404,Other,NON-EU,360725.0,4742.0
2011,1,201101,428,Other,NON-EU,1103.0,45.0
2011,1,201101,480,Other,NON-EU,172269.0,1560.0
2011,1,201101,504,Other,NON-EU,11969.0,98.0
2011,1,201101,508,Other,NON-EU,1001.0,26.0
2011,1,201101,512,Other,NON-EU,11520.0,408.0
2011,1,201101,516,Other,NON-EU,1502.0,23.0
2011,1,201101,600,Other,EU,13228.0,465.0
2011,1,201101,608,Other,NON-EU,96009.0,13965.0
2011,1,201101,624,Other,NON-EU,148028.0,2447.0
2011,1,201101,632,Other,NON-EU,3262.0,320.0
2011,1,201101,640,Other,NON-EU,1236.0,65.0
2011,1,201101,644,Other,NON-EU,42022.0,2579.0
2011,1,201101,647,Other,NON-EU,580291.0,62322.0
2011,1,201101,672,Other,NON-EU,50705.0,3856.0
2011,1,201101,684,Other,NON-EU,1301060.0,162648.0
2011,1,201101,701,Other,NON-EU,120639.0,12803.0
2011,1,201101,706,Other,NON-EU,555608.0,48759.0
2011,1,201101,800,Other,NON-EU,57888.0,689.0
2011,1,201101,804,Other,NON-EU,76412.0,4348.0
2011,1,201101,662,Pakistan,NON-EU,1425044.0,183818.0
2011,1,201101,708,Philippines,NON-EU,380690.0,39025.0
2011,1,201101,66,Romania,EU,7064909.0,290915.0
2011,1,201101,728,South_Korea,NON-EU,104339.0,6673.0
2011,1,201101,11,Spain,EU,1300161.0,42763.0
2011,1,201101,669,Sri_Lanka,NON-EU,5169388.0,476016.0
2011,1,201101,736,Taiwan,NON-EU,723764.0,43599.0
2011,1,201101,680,Thailand,NON-EU,1901996.0,136612.0
2011,1,201101,52,Turkey,NON-EU,10937227.0,633417.0
2011,1,201101,690,Vietnam,NON-EU,9445907.0,918051.0
2011,2,201102,666,Bangladesh,NON-EU,4538278.0,506808.0
2011,2,201102,17,Belgium,EU,4009611.0,112463.0
2011,2,201102,696,Cambodia,NON-EU,752873.0,73072.0
2011,2,201102,720,China,NON-EU,45651576.0,3584127.0
2011,2,201102,1,France,EU,2292802.0,49389.0
2011,2,201102,4,Germany,EU,3649679.0,149039.0
2011,2,201102,740,Hong_Kong,NON-EU,14951622.0,621085.0
2011,2,201102,664,India,NON-EU,7921122.0,463626.0
2011,2,201102,700,Indonesia,NON-EU,3438323.0,283327.0
2011,2,201102,5,Italy,EU,5865557.0,210908.0
2011,2,201102,732,Japan,NON-EU,167626.0,4405.0
2011,2,201102,628,Jordan,NON-EU,2618.0,210.0
2011,2,201102,204,Morocco,NON-EU,1851737.0,149366.0
2011,2,201102,676,Myanmar,NON-EU,619178.0,62221.0
2011,2,201102,3,Netherlands,EU,1437978.0,39557.0
2011,2,201102,7,Other,EU,1085643.0,39452.0
2011,2,201102,8,Other,EU,972965.0,57299.0
2011,2,201102,9,Other,EU,534018.0,16171.0
2011,2,201102,10,Other,EU,1014009.0,27488.0
2011,2,201102,18,Other,EU,330.0,11.0
2011,2,201102,24,Other,NON-EU,18316.0,494.0
2011,2,201102,28,Other,NON-EU,1582.0,108.0
2011,2,201102,30,Other,EU,501304.0,12729.0
2011,2,201102,32,Other,EU,91821.0,1040.0
2011,2,201102,38,Other,EU,241075.0,357.0
2011,2,201102,39,Other,NON-EU,95257.0,437.0
2011,2,201102,46,Other,EU,12046.0,130.0
2011,2,201102,53,Other,EU,5173.0,33.0
2011,2,201102,54,Other,EU,268842.0,5066.0
2011,2,201102,55,Other,EU,1038357.0,23539.0
2011,2,201102,60,Other,EU,422254.0,3630.0
2011,2,201102,61,Other,EU,5588.0,316.0
2011,2,201102,63,Other,EU,189014.0,10148.0
2011,2,201102,64,Other,EU,31033.0,850.0
2011,2,201102,68,Other,EU,780520.0,42552.0
2011,2,201102,72,Other,NON-EU,124739.0,7029.0
2011,2,201102,74,Other,NON-EU,473257.0,24329.0
2011,2,201102,91,Other,EU,12062.0,556.0
2011,2,201102,93,Other,NON-EU,13126.0,219.0
2011,2,201102,96,Other,NON-EU,548497.0,25185.0
2011,2,201102,212,Other,NON-EU,653440.0,36290.0
2011,2,201102,220,Other,NON-EU,275909.0,27165.0
2011,2,201102,324,Other,NON-EU,1629.0,809.0
2011,2,201102,370,Other,NON-EU,16774.0,1036.0
2011,2,201102,373,Other,NON-EU,183603.0,6814.0
2011,2,201102,388,Other,NON-EU,82352.0,7073.0
2011,2,201102,389,Other,NON-EU,15709.0,1624.0
2011,2,201102,400,Other,NON-EU,1789909.0,59506.0
2011,2,201102,404,Other,NON-EU,306631.0,5156.0
2011,2,201102,421,Other,NON-EU,15543.0,181.0
2011,2,201102,442,Other,NON-EU,4251.0,702.0
2011,2,201102,480,Other,NON-EU,66525.0,783.0
2011,2,201102,504,Other,NON-EU,19339.0,301.0
2011,2,201102,508,Other,NON-EU,9515.0,151.0
2011,2,201102,600,Other,EU,119596.0,2901.0
2011,2,201102,608,Other,NON-EU,108828.0,8960.0
2011,2,201102,624,Other,NON-EU,59893.0,3477.0
2011,2,201102,647,Other,NON-EU,381832.0,50922.0
2011,2,201102,672,Other,NON-EU,6542.0,523.0
2011,2,201102,684,Other,NON-EU,930697.0,114262.0
2011,2,201102,701,Other,NON-EU,392477.0,32011.0
2011,2,201102,706,Other,NON-EU,351102.0,29911.0
2011,2,201102,800,Other,NON-EU,151059.0,5378.0
2011,2,201102,804,Other,NON-EU,18214.0,443.0
2011,2,201102,662,Pakistan,NON-EU,1485523.0,218474.0
2011,2,201102,708,Philippines,NON-EU,326595.0,46025.0
2011,2,201102,66,Romania,EU,8200770.0,307056.0
2011,2,201102,728,South_Korea,NON-EU,70568.0,4755.0
2011,2,201102,11,Spain,EU,1787363.0,50815.0
2011,2,201102,669,Sri_Lanka,NON-EU,5748526.0,499160.0
2011,2,201102,736,Taiwan,NON-EU,281509.0,12622.0
2011,2,201102,680,Thailand,NON-EU,1139117.0,91808.0
2011,2,201102,52,Turkey,NON-EU,8753785.0,484205.0
2011,2,201102,690,Vietnam,NON-EU,7765235.0,770642.0
2011,3,201103,666,Bangladesh,NON-EU,4858906.0,525248.0
2011,3,201103,17,Belgium,EU,2980272.0,78917.0
2011,3,201103,696,Cambodia,NON-EU,1768468.0,134661.0
2011,3,201103,720,China,NON-EU,40032215.0,3079594.0
2011,3,201103,1,France,EU,3077005.0,47919.0
2011,3,201103,4,Germany,EU,5475731.0,174814.0
2011,3,201103,740,Hong_Kong,NON-EU,10726168.0,429218.0
2011,3,201103,664,India,NON-EU,8892636.0,489247.0
2011,3,201103,700,Indonesia,NON-EU,3995313.0,286112.0
2011,3,201103,5,Italy,EU,5072057.0,191403.0
2011,3,201103,732,Japan,NON-EU,345094.0,21617.0
2011,3,201103,628,Jordan,NON-EU,32273.0,1296.0
2011,3,201103,204,Morocco,NON-EU,2300305.0,170813.0
2011,3,201103,676,Myanmar,NON-EU,895191.0,83033.0
2011,3,201103,3,Netherlands,EU,3323186.0,84199.0
2011,3,201103,7,Other,EU,1536122.0,53401.0
2011,3,201103,8,Other,EU,1254341.0,100740.0
2011,3,201103,9,Other,EU,574383.0,20914.0
2011,3,201103,10,Other,EU,1087361.0,26658.0
2011,3,201103,18,Other,EU,2238.0,14.0
2011,3,201103,30,Other,EU,827428.0,14181.0
2011,3,201103,32,Other,EU,23046.0,392.0
2011,3,201103,38,Other,EU,385368.0,667.0
2011,3,201103,39,Other,NON-EU,86584.0,575.0
2011,3,201103,46,Other,EU,80290.0,634.0
2011,3,201103,53,Other,EU,5210.0,50.0
2011,3,201103,54,Other,EU,110016.0,2439.0
2011,3,201103,55,Other,EU,1516130.0,35426.0
2011,3,201103,60,Other,EU,430004.0,5501.0
2011,3,201103,61,Other,EU,5360.0,95.0
2011,3,201103,63,Other,EU,352185.0,21332.0
2011,3,201103,64,Other,EU,5652.0,147.0
2011,3,201103,68,Other,EU,1141909.0,67598.0
2011,3,201103,72,Other,NON-EU,156859.0,6889.0
2011,3,201103,74,Other,NON-EU,411924.0,21498.0
2011,3,201103,80,Other,NON-EU,1716.0,115.0
2011,3,201103,91,Other,EU,35281.0,1853.0
2011,3,201103,96,Other,NON-EU,403172.0,21482.0
2011,3,201103,98,Other,NON-EU,21122.0,1239.0
2011,3,201103,212,Other,NON-EU,859638.0,51349.0
2011,3,201103,220,Other,NON-EU,500336.0,45562.0
2011,3,201103,370,Other,NON-EU,10687.0,900.0
2011,3,201103,373,Other,NON-EU,182529.0,4290.0
2011,3,201103,388,Other,NON-EU,414440.0,29319.0
2011,3,201103,400,Other,NON-EU,2367455.0,111345.0
2011,3,201103,404,Other,NON-EU,342159.0,8335.0
2011,3,201103,480,Other,NON-EU,54130.0,440.0
2011,3,201103,504,Other,NON-EU,17453.0,134.0
2011,3,201103,508,Other,NON-EU,7117.0,106.0
2011,3,201103,600,Other,EU,103366.0,2836.0
2011,3,201103,608,Other,NON-EU,78457.0,8497.0
2011,3,201103,624,Other,NON-EU,136013.0,5037.0
2011,3,201103,640,Other,NON-EU,3638.0,178.0
2011,3,201103,647,Other,NON-EU,770366.0,94015.0
2011,3,201103,649,Other,NON-EU,44751.0,3046.0
2011,3,201103,672,Other,NON-EU,22363.0,721.0
2011,3,201103,684,Other,NON-EU,942985.0,110207.0
2011,3,201103,701,Other,NON-EU,380890.0,39990.0
2011,3,201103,703,Other,NON-EU,6887.0,442.0
2011,3,201103,706,Other,NON-EU,192203.0,14140.0
2011,3,201103,800,Other,NON-EU,68694.0,4024.0
2011,3,201103,804,Other,NON-EU,4976.0,2328.0
2011,3,201103,662,Pakistan,NON-EU,1544520.0,203437.0
2011,3,201103,708,Philippines,NON-EU,450359.0,54122.0
2011,3,201103,66,Romania,EU,9756545.0,370245.0
2011,3,201103,728,South_Korea,NON-EU,149207.0,7497.0
2011,3,201103,11,Spain,EU,1972352.0,49719.0
2011,3,201103,669,Sri_Lanka,NON-EU,7195364.0,614256.0
2011,3,201103,736,Taiwan,NON-EU,337185.0,16018.0
2011,3,201103,680,Thailand,NON-EU,1616080.0,109558.0
2011,3,201103,52,Turkey,NON-EU,11076745.0,562843.0
2011,3,201103,690,Vietnam,NON-EU,5111811.0,457160.0
2011,4,201104,666,Bangladesh,NON-EU,5487090.0,572597.0
2011,4,201104,17,Belgium,EU,3892397.0,122803.0
2011,4,201104,696,Cambodia,NON-EU,1625566.0,116844.0
2011,4,201104,720,China,NON-EU,34481543.0,2563459.0
2011,4,201104,1,France,EU,2354069.0,45550.0
2011,4,201104,4,Germany,EU,2971588.0,236179.0
2011,4,201104,740,Hong_Kong,NON-EU,11738968.0,540389.0
2011,4,201104,664,India,NON-EU,9220204.0,505563.0
2011,4,201104,700,Indonesia,NON-EU,4277973.0,332835.0
2011,4,201104,5,Italy,EU,4942209.0,221090.0
2011,4,201104,732,Japan,NON-EU,110311.0,1978.0
2011,4,201104,628,Jordan,NON-EU,13597.0,880.0
2011,4,201104,204,Morocco,NON-EU,1881605.0,131317.0
2011,4,201104,676,Myanmar,NON-EU,2094277.0,211473.0
2011,4,201104,3,Netherlands,EU,2254412.0,212162.0
2011,4,201104,7,Other,EU,1564288.0,70228.0
2011,4,201104,8,Other,EU,901058.0,62185.0
2011,4,201104,9,Other,EU,377446.0,16391.0
2011,4,201104,10,Other,EU,532224.0,17483.0
2011,4,201104,18,Other,EU,2344.0,11.0
2011,4,201104,28,Other,NON-EU,1945.0,138.0
2011,4,201104,30,Other,EU,685000.0,14209.0
2011,4,201104,32,Other,EU,13726.0,242.0
2011,4,201104,38,Other,EU,267297.0,599.0
2011,4,201104,39,Other,NON-EU,88640.0,1973.0
2011,4,201104,46,Other,EU,23867.0,296.0
2011,4,201104,53,Other,EU,10663.0,92.0
2011,4,201104,54,Other,EU,240518.0,4500.0
2011,4,201104,55,Other,EU,1149913.0,30403.0
2011,4,201104,60,Other,EU,504298.0,5894.0
2011,4,201104,61,Other,EU,25364.0,482.0
2011,4,201104,63,Other,EU,138350.0,8199.0
2011,4,201104,64,Other,EU,55702.0,1074.0
2011,4,201104,68,Other,EU,1407235.0,72629.0
2011,4,201104,72,Other,NON-EU,106784.0,4714.0
2011,4,201104,74,Other,NON-EU,407130.0,26322.0
2011,4,201104,91,Other,EU,45967.0,1807.0
2011,4,201104,96,Other,NON-EU,428488.0,23916.0
2011,4,201104,98,Other,NON-EU,34074.0,2788.0
2011,4,201104,212,Other,NON-EU,581588.0,36495.0
2011,4,201104,220,Other,NON-EU,715551.0,72307.0
2011,4,201104,248,Other,NON-EU,1359.0,56.0
2011,4,201104,370,Other,NON-EU,12809.0,1334.0
2011,4,201104,373,Other,NON-EU,213457.0,6107.0
2011,4,201104,388,Other,NON-EU,168147.0,10326.0
2011,4,201104,400,Other,NON-EU,1320748.0,59422.0
2011,4,201104,404,Other,NON-EU,200546.0,2617.0
2011,4,201104,424,Other,NON-EU,21445.0,2386.0
2011,4,201104,428,Other,NON-EU,16041.0,846.0
2011,4,201104,442,Other,NON-EU,12587.0,105.0
2011,4,201104,480,Other,NON-EU,53566.0,469.0
2011,4,201104,504,Other,NON-EU,28626.0,411.0
2011,4,201104,508,Other,NON-EU,16530.0,113.0
2011,4,201104,528,Other,NON-EU,8284.0,471.0
2011,4,201104,600,Other,EU,29323.0,1403.0
2011,4,201104,608,Other,NON-EU,59400.0,6405.0
2011,4,201104,624,Other,NON-EU,385267.0,29038.0
2011,4,201104,636,Other,NON-EU,11080.0,507.0
2011,4,201104,644,Other,NON-EU,15469.0,1092.0
2011,4,201104,647,Other,NON-EU,649531.0,69348.0
2011,4,201104,649,Other,NON-EU,13737.0,300.0
2011,4,201104,672,Other,NON-EU,8746.0,434.0
2011,4,201104,684,Other,NON-EU,1542463.0,229143.0
2011,4,201104,701,Other,NON-EU,617554.0,53701.0
2011,4,201104,706,Other,NON-EU,244907.0,19803.0
2011,4,201104,800,Other,NON-EU,92430.0,1691.0
2011,4,201104,804,Other,NON-EU,16851.0,429.0
2011,4,201104,662,Pakistan,NON-EU,1416163.0,216718.0
2011,4,201104,708,Philippines,NON-EU,770194.0,87614.0
2011,4,201104,66,Romania,EU,8995204.0,448845.0
2011,4,201104,728,South_Korea,NON-EU,85420.0,5224.0
2011,4,201104,11,Spain,EU,1637052.0,45170.0
2011,4,201104,669,Sri_Lanka,NON-EU,5163541.0,482161.0
2011,4,201104,736,Taiwan,NON-EU,231007.0,19908.0
2011,4,201104,680,Thailand,NON-EU,1399405.0,111433.0
2011,4,201104,52,Turkey,NON-EU,10409197.0,528674.0
2011,4,201104,690,Vietnam,NON-EU,5148876.0,463293.0
2011,5,201105,666,Bangladesh,NON-EU,6581137.0,716837.0
2011,5,201105,17,Belgium,EU,5699817.0,170254.0
2011,5,201105,696,Cambodia,NON-EU,1632758.0,115135.0
2011,5,201105,720,China,NON-EU,42921550.0,3492914.0
2011,5,201105,1,France,EU,2321285.0,47136.0
2011,5,201105,4,Germany,EU,3285389.0,263786.0
2011,5,201105,740,Hong_Kong,NON-EU,16455430.0,762905.0
2011,5,201105,664,India,NON-EU,10487536.0,539632.0
2011,5,201105,700,Indonesia,NON-EU,4161736.0,297458.0
2011,5,201105,5,Italy,EU,5615562.0,199877.0
2011,5,201105,732,Japan,NON-EU,221157.0,5889.0
2011,5,201105,628,Jordan,NON-EU,9968.0,800.0
2011,5,201105,204,Morocco,NON-EU,2373269.0,174465.0
2011,5,201105,676,Myanmar,NON-EU,529724.0,48994.0
2011,5,201105,3,Netherlands,EU,2411970.0,67652.0
2011,5,201105,7,Other,EU,1018854.0,63198.0
2011,5,201105,8,Other,EU,3897796.0,71402.0
2011,5,201105,9,Other,EU,493536.0,18479.0
2011,5,201105,10,Other,EU,1168392.0,35696.0
2011,5,201105,18,Other,EU,16716.0,274.0
2011,5,201105,24,Other,NON-EU,5364.0,28.0
2011,5,201105,28,Other,NON-EU,7021.0,233.0
2011,5,201105,30,Other,EU,928677.0,17316.0
2011,5,201105,32,Other,EU,30269.0,388.0
2011,5,201105,38,Other,EU,221543.0,511.0
2011,5,201105,39,Other,NON-EU,92511.0,696.0
2011,5,201105,46,Other,EU,101625.0,1562.0
2011,5,201105,53,Other,EU,10376.0,99.0
2011,5,201105,54,Other,EU,206912.0,2746.0
2011,5,201105,55,Other,EU,1380372.0,34941.0
2011,5,201105,60,Other,EU,323213.0,3414.0
2011,5,201105,61,Other,EU,18311.0,492.0
2011,5,201105,63,Other,EU,113768.0,6281.0
2011,5,201105,64,Other,EU,48236.0,441.0
2011,5,201105,68,Other,EU,1024103.0,37857.0
2011,5,201105,72,Other,NON-EU,149403.0,6328.0
2011,5,201105,74,Other,NON-EU,304492.0,19770.0
2011,5,201105,91,Other,EU,555.0,10.0
2011,5,201105,96,Other,NON-EU,577732.0,20509.0
2011,5,201105,212,Other,NON-EU,551439.0,35954.0
2011,5,201105,220,Other,NON-EU,861011.0,72585.0
2011,5,201105,248,Other,NON-EU,16138.0,457.0
2011,5,201105,276,Other,NON-EU,22901.0,536.0
2011,5,201105,302,Other,NON-EU,11119.0,351.0
2011,5,201105,346,Other,NON-EU,5321.0,203.0
2011,5,201105,373,Other,NON-EU,128307.0,4235.0
2011,5,201105,388,Other,NON-EU,289572.0,18444.0
2011,5,201105,400,Other,NON-EU,2661318.0,139931.0
2011,5,201105,404,Other,NON-EU,204539.0,3711.0
2011,5,201105,428,Other,NON-EU,3132.0,124.0
2011,5,201105,480,Other,NON-EU,41266.0,448.0
2011,5,201105,504,Other,NON-EU,44712.0,795.0
2011,5,201105,508,Other,NON-EU,9965.0,140.0
2011,5,201105,524,Other,NON-EU,7261.0,950.0
2011,5,201105,600,Other,EU,38320.0,398.0
2011,5,201105,608,Other,NON-EU,115916.0,12088.0
2011,5,201105,624,Other,NON-EU,272935.0,14987.0
2011,5,201105,644,Other,NON-EU,3153.0,112.0
2011,5,201105,647,Other,NON-EU,579984.0,58518.0
2011,5,201105,667,Other,NON-EU,1768.0,252.0
2011,5,201105,672,Other,NON-EU,11680.0,767.0
2011,5,201105,684,Other,NON-EU,873275.0,129057.0
2011,5,201105,701,Other,NON-EU,500695.0,41786.0
2011,5,201105,703,Other,NON-EU,3621.0,200.0
2011,5,201105,706,Other,NON-EU,323508.0,18500.0
2011,5,201105,800,Other,NON-EU,29833.0,162.0
2011,5,201105,804,Other,NON-EU,42963.0,1735.0
2011,5,201105,662,Pakistan,NON-EU,1753694.0,206611.0
2011,5,201105,708,Philippines,NON-EU,568288.0,65301.0
2011,5,201105,66,Romania,EU,9171213.0,337130.0
2011,5,201105,728,South_Korea,NON-EU,63203.0,7570.0
2011,5,201105,11,Spain,EU,2010312.0,52710.0
2011,5,201105,669,Sri_Lanka,NON-EU,7211160.0,791770.0
2011,5,201105,736,Taiwan,NON-EU,168408.0,9406.0
2011,5,201105,680,Thailand,NON-EU,1629518.0,165086.0
2011,5,201105,52,Turkey,NON-EU,11879018.0,559016.0
2011,5,201105,690,Vietnam,NON-EU,6495706.0,598046.0
2011,6,201106,666,Bangladesh,NON-EU,5982048.0,658765.0
2011,6,201106,17,Belgium,EU,3732383.0,102727.0
2011,6,201106,696,Cambodia,NON-EU,1261180.0,96911.0
2011,6,201106,720,China,NON-EU,45436664.0,3616497.0
2011,6,201106,1,France,EU,2436939.0,47300.0
2011,6,201106,4,Germany,EU,2907219.0,74583.0
2011,6,201106,740,Hong_Kong,NON-EU,13144325.0,575562.0
2011,6,201106,664,India,NON-EU,8063216.0,462174.0
2011,6,201106,700,Indonesia,NON-EU,4241963.0,326230.0
2011,6,201106,5,Italy,EU,6270786.0,285829.0
2011,6,201106,732,Japan,NON-EU,137813.0,2108.0
2011,6,201106,628,Jordan,NON-EU,27309.0,1000.0
2011,6,201106,204,Morocco,NON-EU,1871980.0,138107.0
2011,6,201106,676,Myanmar,NON-EU,825667.0,72416.0
2011,6,201106,3,Netherlands,EU,1824756.0,53207.0
2011,6,201106,7,Other,EU,1172015.0,55661.0
2011,6,201106,8,Other,EU,1570094.0,216848.0
2011,6,201106,9,Other,EU,541416.0,19730.0
2011,6,201106,10,Other,EU,1174726.0,36874.0
2011,6,201106,18,Other,EU,468.0,7.0
2011,6,201106,28,Other,NON-EU,3250.0,150.0
2011,6,201106,30,Other,EU,891036.0,18087.0
2011,6,201106,32,Other,EU,33750.0,615.0
2011,6,201106,38,Other,EU,422050.0,480.0
2011,6,201106,39,Other,NON-EU,48629.0,267.0
2011,6,201106,46,Other,EU,70115.0,985.0
2011,6,201106,53,Other,EU,8468.0,73.0
2011,6,201106,54,Other,EU,91221.0,1000.0
2011,6,201106,55,Other,EU,1131137.0,28319.0
2011,6,201106,60,Other,EU,625313.0,6523.0
2011,6,201106,61,Other,EU,21014.0,369.0
2011,6,201106,63,Other,EU,110907.0,7307.0
2011,6,201106,64,Other,EU,36741.0,2499.0
2011,6,201106,68,Other,EU,379423.0,9935.0
2011,6,201106,72,Other,NON-EU,272297.0,12475.0
2011,6,201106,74,Other,NON-EU,458966.0,27935.0
2011,6,201106,91,Other,EU,967.0,25.0
2011,6,201106,96,Other,NON-EU,526994.0,20108.0
2011,6,201106,212,Other,NON-EU,947634.0,45560.0
2011,6,201106,220,Other,NON-EU,747121.0,51056.0
2011,6,201106,276,Other,NON-EU,10528.0,443.0
2011,6,201106,346,Other,NON-EU,21150.0,2701.0
2011,6,201106,373,Other,NON-EU,91154.0,2995.0
2011,6,201106,388,Other,NON-EU,284998.0,17381.0
2011,6,201106,400,Other,NON-EU,1697885.0,62944.0
2011,6,201106,404,Other,NON-EU,304087.0,3873.0
2011,6,201106,424,Other,NON-EU,914.0,61.0
2011,6,201106,442,Other,NON-EU,31660.0,9660.0
2011,6,201106,480,Other,NON-EU,18092.0,139.0
2011,6,201106,500,Other,NON-EU,1029.0,57.0
2011,6,201106,504,Other,NON-EU,26623.0,223.0
2011,6,201106,508,Other,NON-EU,8781.0,117.0
2011,6,201106,600,Other,EU,123249.0,3348.0
2011,6,201106,608,Other,NON-EU,83662.0,7955.0
2011,6,201106,624,Other,NON-EU,464837.0,24680.0
2011,6,201106,644,Other,NON-EU,45633.0,4140.0
2011,6,201106,647,Other,NON-EU,744386.0,68296.0
2011,6,201106,649,Other,NON-EU,29713.0,873.0
2011,6,201106,672,Other,NON-EU,16951.0,1087.0
